,Ngày,Địa chỉ,Quận,Huyện,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Số phòng ngủ,Diện tích,Dài,Rộng,Giá/m2
57598,2020-06-26,"Đường Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,35 m²,6 m,5 m,"78,57 triệu/m²"
57599,2020-06-26,"Đường Hà Trì||1775, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,"Nhà mặt phố, mặt tiền",NaN,NaN,3 phòng,40 m²,NaN,NaN,"62,5 triệu/m²"
57600,2020-06-26,"Đường Phạm Tuấn Tài, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Dịch Vọng Hậu,"Nhà mặt phố, mặt tiền",NaN,NaN,6 phòng,63 m²,NaN,5 m,"284,13 triệu/m²"
57601,2020-06-26,"Đường Xuân Phương, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Phương Canh,"Nhà mặt phố, mặt tiền",Đã có sổ,4,5 phòng,85 m²,NaN,NaN,"58,82 triệu/m²"
57602,2020-06-26,"Đường La Thành, Phường Giảng Võ, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Giảng Võ,"Nhà ngõ, hẻm",NaN,NaN,5 phòng,50 m²,NaN,NaN,104 triệu/m²
57603,2020-06-26,"Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Vĩnh Tuy,"Nhà mặt phố, mặt tiền",Đã có sổ,3,2 phòng,33 m²,NaN,NaN,"130,3 triệu/m²"
57604,2020-06-26,"ngã tư sở, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ngã Tư Sở,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,35 m²,NaN,NaN,"107,65 triệu/m²"
57605,2020-06-26,"Đường Quang Trung, Phường Phúc La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phúc La,"Nhà mặt phố, mặt tiền",Đã có sổ,6,5 phòng,78 m²,NaN,NaN,"217,95 triệu/m²"
57606,2020-06-26,"Đường Đình Thôn, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mỹ Đình 2,"Nhà mặt phố, mặt tiền",NaN,NaN,nhiều hơn 10 phòng,70 m²,NaN,NaN,"85,71 triệu/m²"
57607,2020-06-26,"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,6,7 phòng,42 m²,NaN,5 m,"78,57 triệu/m²"
57608,2020-06-26,"Đường Tô Vĩnh Diện, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4,6 phòng,72 m²,13.8 m,5.2 m,"80,56 triệu/m²"
57609,2020-06-26,"Đường Bằng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Hoàng Liệt,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,30 m²,8 m,3 m,"81,67 triệu/m²"
57610,2020-06-26,"Đường Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Ngọc Lâm,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,38 m²,NaN,NaN,"96,05 triệu/m²"
57611,2020-06-26,"Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,68 m²,NaN,5 m,"63,97 triệu/m²"
57612,2020-06-26,"Đường Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,43 m²,NaN,4 m,"72,09 triệu/m²"
57613,2020-06-26,"Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,34 m²,NaN,NaN,"110,29 triệu/m²"
57614,2020-06-26,"Đường Hồng Mai, Phường Quỳnh Lôi, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Quỳnh Lôi,"Nhà mặt phố, mặt tiền",NaN,NaN,2 phòng,30 m²,9 m,3.5 m,"206,67 triệu/m²"
57615,2020-06-26,"Hà tri 2, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,3 phòng,31 m²,NaN,NaN,"66,13 triệu/m²"
57616,2020-06-26,"Đường Chợ Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,22 m²,6 m,4 m,"65,91 triệu/m²"
57617,2020-06-26,"Đường Phố Vọng, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Đồng Tâm,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,48 m²,NaN,NaN,"102,08 triệu/m²"
57618,2020-06-26,"Đường Minh Khai, Phường Mai Động, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Mai Động,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,38 m²,NaN,4.6 m,62.631 đ/m²
57619,2020-06-26,"Đường Khương Hạ, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,40 m²,10 m,4 m,70 triệu/m²
57620,2020-06-26,"Đường Ngô Thì Sỹ, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,NaN,2 phòng,25 m²,8 m,3 m,54 triệu/m²
57621,2020-06-26,"Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Phúc Lợi,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3 phòng,33 m²,NaN,NaN,"56,24 triệu/m²"
57622,2020-06-26,"Đường Phạm Văn Đồng, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Xuân Đỉnh,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,68 m²,NaN,4.2 m,38.088 đ/m²
57623,2020-06-26,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà mặt phố, mặt tiền",NaN,NaN,2 phòng,61 m²,NaN,NaN,"177,05 triệu/m²"
57624,2020-06-26,"Đường Nguyễn Trãi, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,3,3 phòng,52 m²,NaN,7 m,"70,19 triệu/m²"
57625,2020-06-26,"Đường Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,52 m²,NaN,NaN,"63,46 triệu/m²"
57626,2020-06-26,"Đường Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Kim Giang,"Nhà ngõ, hẻm",NaN,4,3 phòng,50 m²,NaN,4 m,136 triệu/m²
57627,2020-06-26,"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,6,nhiều hơn 10 phòng,70 m²,18 m,4 m,"92,14 triệu/m²"
57628,2020-06-26,"Đường Nguyễn Văn Linh, Phường Phúc Đồng, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Phúc Đồng,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,3 phòng,75 m²,NaN,NaN,100 triệu/m²
57629,2020-06-26,"Đường Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3 phòng,35 m²,NaN,4 m,"82,57 triệu/m²"
57630,2020-06-26,"Đường Trương Định, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4 phòng,70 m²,NaN,NaN,"48,57 triệu/m²"
57631,2020-06-26,"Đường Nguyễn Trãi, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",NaN,NaN,5 phòng,40 m²,NaN,4 m,"96,25 triệu/m²"
57632,2020-06-26,"Đường Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Đại Kim,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,50 m²,NaN,NaN,60 triệu/m²
57633,2020-06-26,"Đường Gia Quất, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Thượng Thanh,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,32 m²,NaN,4 m,75 triệu/m²
57634,2020-06-26,"Đường Cổ Linh, Phường Cự Khối, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Cự Khối,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,46 m²,NaN,NaN,"70,65 triệu/m²"
57635,2020-06-26,"Đường Doãn Kế Thiện, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,5,5 phòng,75 m²,NaN,5 m,100 triệu/m²
57636,2020-06-26,"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mỹ Đình 2,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,4 phòng,40 m²,NaN,NaN,2 triệu/m²
57637,2020-06-25,"Đường Khuất Duy Tiến, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Thanh Xuân Bắc,Nhà phố liền kề,Đã có sổ,4,4 phòng,110 m²,NaN,55 m,"72,73 triệu/m²"
57638,2020-06-25,"Đường Hoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,50 m²,NaN,NaN,140 triệu/m²
57639,2020-06-25,"Đường Cự Lộc, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,35 m²,9 m,4 m,110 triệu/m²
57640,2020-06-25,"Đường Kim Giang, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,45 m²,NaN,NaN,"66,67 triệu/m²"
57641,2020-06-25,"Đường Xã Đàn, Phường Kim Liên, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Kim Liên,"Nhà ngõ, hẻm",Đã có sổ,4,2 phòng,48 m²,NaN,NaN,"61,46 triệu/m²"
57642,2020-06-25,"Đường Bồ Đề, Phường Bồ Đề, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,40 m²,8 m,5 m,"98,75 triệu/m²"
57643,2020-06-25,"Đường Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,4,5 phòng,41 m²,NaN,NaN,"72,93 triệu/m²"
57644,2020-06-25,"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà ngõ, hẻm",NaN,NaN,6 phòng,41 m²,NaN,4 m,"125,61 triệu/m²"
57645,2020-06-25,"Đường Nguyễn Đức Cảnh, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tương Mai,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,37 m²,NaN,NaN,"75,68 triệu/m²"
57646,2020-06-25,"Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,45 m²,NaN,NaN,"66,67 triệu/m²"
57647,2020-06-25,"Đường Mai Hắc Đế, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Lê Đại Hành,"Nhà ngõ, hẻm",NaN,NaN,2 phòng,73 m²,NaN,NaN,100 triệu/m²
57648,2020-06-25,"Đường Kim Giang, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,41 m²,NaN,NaN,"75,61 triệu/m²"
57649,2020-06-25,"Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,38 m²,NaN,4 m,81.578 đ/m²
57650,2020-06-25,"Đường Kẻ Vẽ, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Đông Ngạc,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,10 phòng,60 m²,NaN,NaN,125.000 đ/m²
57651,2020-06-25,"Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,40 m²,NaN,NaN,75 triệu/m²
57652,2020-06-25,"Đường Đặng Xuân Bảng, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Hoàng Liệt,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,58 m²,NaN,NaN,"71,55 triệu/m²"
57653,2020-06-25,"Phố Trung Phụng, Phường Trung Phụng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Phụng,"Nhà ngõ, hẻm",Đã có sổ,3,3 phòng,32 m²,NaN,NaN,"90,63 triệu/m²"
57654,2020-06-25,"Đường Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,30 m²,NaN,37 m,"88,33 triệu/m²"
57655,2020-06-25,"Đường Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,6,6 phòng,52 m²,NaN,5 m,"203,85 triệu/m²"
57656,2020-06-25,"ĐỘI CẤN, Phường Đội Cấn, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,5,6 phòng,65 m²,9 m,7 m,"95,38 triệu/m²"
57657,2020-06-25,"Đường Kim Ngưu, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà mặt phố, mặt tiền",NaN,NaN,4 phòng,50 m²,NaN,4.5 m,68 triệu/m²
57658,2020-06-25,"Đường Nguyễn Trãi, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,35 m²,NaN,4 m,87.428 đ/m²
57659,2020-06-25,"138, Đường Hồ Văn Chương, Phường Văn Chương, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Văn Chương,"Nhà ngõ, hẻm",Đã có sổ,2,2 phòng,28 m²,NaN,NaN,"78,57 triệu/m²"
57660,2020-06-25,"Đường Hạ Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,35 m²,NaN,NaN,"88,57 triệu/m²"
57661,2020-06-25,"Đường Trương Định, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,2,2 phòng,65 m²,NaN,NaN,"52,31 triệu/m²"
57662,2020-06-25,"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,40 m²,NaN,4.5 m,115 triệu/m²
57663,2020-06-25,"Đường Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,NaN,5 phòng,42 m²,NaN,NaN,"83,33 triệu/m²"
57664,2020-06-25,"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,31 m²,NaN,NaN,"90,32 triệu/m²"
57665,2020-06-25,"Đường Phan Kế Bính, Phường Cống Vị, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Cống Vị,"Nhà mặt phố, mặt tiền",NaN,NaN,3 phòng,45 m²,4 m,10 m,240 triệu/m²
57666,2020-06-25,"Đường Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,30 m²,NaN,3.7 m,"88,33 triệu/m²"
57667,2020-06-25,"hòa binh, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,33 m²,NaN,NaN,"39,39 triệu/m²"
57668,2020-06-25,"Đường Trung Kính, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,43 m²,12 m,3.8 m,"139,53 triệu/m²"
57669,2020-06-25,"Đường Thúy Lĩnh, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,3,3 phòng,45 m²,NaN,NaN,"54,44 triệu/m²"
57670,2020-06-25,"Đường Kim Đồng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Giáp Bát,"Nhà mặt phố, mặt tiền",NaN,NaN,4 phòng,53 m²,13 m,4 m,"56,6 triệu/m²"
57671,2020-06-25,"Đường Hòe Nhai, Phường Nguyễn Trung Trực, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Nguyễn Trung Trực,"Nhà mặt phố, mặt tiền",Đã có sổ,4,2 phòng,50 m²,NaN,5 m,338 triệu/m²
57672,2020-06-25,"Đường Nguyễn An Ninh, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,58 m²,NaN,NaN,"81,03 triệu/m²"
57673,2020-06-25,"Đường Trung Phụng, Phường Trung Phụng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Phụng,"Nhà ngõ, hẻm",Đã có sổ,3,3 phòng,26 m²,NaN,NaN,"111,54 triệu/m²"
57674,2020-06-25,"Đường Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,NaN,2 phòng,35 m²,NaN,NaN,"45,71 triệu/m²"
57675,2020-06-25,"Đường Nguyễn Văn Lộc, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,Nhà biệt thự,Đã có sổ,NaN,6 phòng,78 m²,NaN,4.5 m,"106,41 triệu/m²"
57676,2020-06-25,"Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Kim Mã,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,60 m²,NaN,NaN,"91,67 triệu/m²"
57677,2020-06-25,"Đường Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,35 m²,9 m,3 m,"77,14 triệu/m²"
57678,2020-06-25,"Đường Ngô Quyền, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,41 m²,NaN,NaN,"53,66 triệu/m²"
57679,2020-06-25,"Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Vĩnh Phúc,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,60 m²,NaN,NaN,"86,5 triệu/m²"
57680,2020-06-25,"đai cồ việt, Phường Bùi Thị Xuân, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Bùi Thị Xuân,"Nhà ngõ, hẻm",Đã có sổ,5,6 phòng,45 m²,NaN,NaN,"95,56 triệu/m²"
57681,2020-06-25,"Đường Đội Cấn, Phường Liễu Giai, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Liễu Giai,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,60 m²,NaN,NaN,80 triệu/m²
57682,2020-06-25,"Đường Trương Định, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,64 m²,NaN,NaN,"53,13 triệu/m²"
57683,2020-06-25,"Đường Nghi Tàm, Phường Yên Phụ, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Yên Phụ,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5 phòng,83 m²,16 m,5 m,"283,13 triệu/m²"
57684,2020-06-25,"Đường Nhân Hòa, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5 phòng,48 m²,NaN,NaN,"106,25 triệu/m²"
57685,2020-06-25,"Đường Tân Triều, Xã Tân Triều, Huyện Thanh Trì, Hà Nội",Huyện Thanh Trì,Xã Tân Triều,"Nhà ngõ, hẻm",Đã có sổ,5,6 phòng,102 m²,NaN,NaN,"50,98 triệu/m²"
57686,2020-06-25,"Đường Trần Khát Chân, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,35 m²,NaN,NaN,80 triệu/m²
57687,2020-06-25,"Đường Tố Hữu, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3 phòng,200 m²,25 m,8 m,135 triệu/m²
57688,2020-06-25,"Đường Đội Cấn, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,35 m²,7 m,5 m,"77,14 triệu/m²"
57689,2020-06-25,"Đường Đường Láng, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,45 m²,NaN,NaN,"88,89 triệu/m²"
57690,2020-06-25,"Đương Lương Thế Vinh, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Thanh Xuân Bắc,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,30 m²,NaN,6 m,"91,67 triệu/m²"
57691,2020-06-25,"Đường Lương Khánh Thiện, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tương Mai,"Nhà ngõ, hẻm",NaN,NaN,2 phòng,35 m²,NaN,4 m,100.000 đ/m²
57692,2020-06-25,"Đường Tây Sơn, Phường Trung Liệt, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,5,6 phòng,37 m²,NaN,4 m,"175,68 triệu/m²"
57693,2020-06-25,"Đường Nguyễn Hoàng Tôn, Phường Xuân La, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Xuân La,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,30 m²,NaN,4 m,"143,33 triệu/m²"
57694,2020-06-25,"Đường Phạm Ngọc Thạch, Phường Nam Đồng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Nam Đồng,"Nhà ngõ, hẻm",Đã có sổ,3,2 phòng,25 m²,NaN,4 m,78 triệu/m²
57695,2020-06-25,"Đường Hoa Bằng, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,34 m²,NaN,3.5 m,"114,71 triệu/m²"
57696,2020-06-25,"16, Đường Hoàng Hoa Thám, Phường Ngọc Hà, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Ngọc Hà,"Nhà ngõ, hẻm",Đã có sổ,NaN,2 phòng,55 m²,13 m,4 m,"96,36 triệu/m²"
57697,2020-06-25,"Đường 19/5, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,36 m²,NaN,NaN,"79,17 triệu/m²"
57698,2020-06-25,"Đường Xã Đàn, Phường Kim Liên, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Kim Liên,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,nhiều hơn 10 phòng,243 m²,23 m,11 m,"403,29 triệu/m²"
57699,2020-06-25,"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Quan Hoa,"Nhà mặt phố, mặt tiền",NaN,NaN,4 phòng,35 m²,NaN,NaN,"108,57 triệu/m²"
57700,2020-06-25,"Đường Tây Sơn 2, Phường Nam Đồng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Nam Đồng,"Nhà mặt phố, mặt tiền",NaN,NaN,4 phòng,30 m²,NaN,NaN,"66,67 triệu/m²"
57701,2020-06-25,"Đường Kim Ngưu, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Thanh Lương,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,4 phòng,50 m²,9.5 m,5.3 m,280 triệu/m²
